Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Bought
Mercedes-Benz New C-Class 220,Chennai,2014,25000,Diesel,Manual,First,15.8 kmpl,2148 CC,170 bhp,5,,26,1
Maruti Ritz VDi,Hyderabad,2010,68000,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,5,,3.2,1
Honda BRV i-VTEC V CVT,Kochi,2017,35676,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7,14.65 Lakh,9.48,1
Hyundai Xcent 1.1 CRDi Base,Kochi,2015,74310,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,4,1
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5,,26.5,1
Mercedes-Benz B Class B180,Kochi,2014,41380,Petrol,Automatic,Second,14.8 kmpl,1595 CC,120.7 bhp,5,,11.77,1
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,Diesel,Automatic,First,15.0 kmpl,2143 CC,204 bhp,5,,37,1
Honda City i VTEC VX Option,Mumbai,2016,28000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,,8.75,1
Hyundai Santro Xing XL eRLX Euro III,Hyderabad,2007,50958,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5,,1.95,1
Honda City 1.5 S MT,Chennai,2011,93982,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,3.75,1
Hyundai Verna Transform VTVT,Pune,2010,95000,Petrol,Manual,First,16.2 kmpl,1599 CC,103.2 bhp,5,,2.5,1
Jaguar XE Portfolio,Mumbai,2017,9000,Petrol,Automatic,First,13.5 kmpl,1999 CC,246.74 bhp,5,53.72 Lakh,34.5,1
Honda Amaze S i-Vtech,Delhi,2015,52516,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,4.65,1
Mini Cooper Convertible 1.6,Bangalore,2015,20000,Petrol,Automatic,First,18.86 kmpl,1598 CC,122 bhp,4,,32,1
Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,2017,56451,Diesel,Automatic,First,13.5 kmpl,2987 CC,282 bhp,5,,62.81,1
Hyundai EON Magna Plus,Chennai,2014,37000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,3.25,1
Maruti Wagon R VXI BS IV,Kolkata,2014,17400,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,,3.1,1
Maruti Ritz LDi,Coimbatore,2011,90207,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,3.91,1
BMW 3 Series 320d Sedan,Chennai,2011,89616,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5,,11,1
Tata Xenon XT EX 4X2,Pune,2014,85000,Diesel,Manual,First,13.49 kmpl,2179 CC,138.03 bhp,5,,3.5,1
Audi A3 35 TDI Attraction,Chennai,2014,79271,Diesel,Automatic,First,20.38 kmpl,1968 CC,143 bhp,5,,16.5,1
Land Rover Range Rover 2.2L Dynamic,Hyderabad,2012,56000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,,30,1
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2010,85001,Diesel,Automatic,Second,12.0 kmpl,2987 CC,224 bhp,7,,28,1
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,12000,Diesel,Automatic,First,13.5 kmpl,2477 CC,175.56 bhp,7,33.91 Lakh,28,1
Maruti Alto LX,Jaipur,2010,125000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,0.92,1
Maruti Wagon R LXI BSIII,Pune,2013,53000,Petrol,Manual,First,14.0 kmpl,1061 CC,64 bhp,5,,2.75,1
Land Rover Range Rover 2.2L Prestige,Coimbatore,2017,34990,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,,53.83,1
Hyundai Verna 1.6 SX VTVT,Pune,2011,49768,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5,,4.95,1
BMW 5 Series 525d Sedan,Hyderabad,2013,56000,Diesel,Automatic,First,16.73 kmpl,2993 CC,218 bhp,5,,33.5,1
Jaguar XF Diesel,Bangalore,2013,75000,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5,,27.95,1
Skoda Superb Elegance 1.8 TSI AT,Hyderabad,2010,57000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,,7.25,1
Audi Q3 35 TDI Quattro Premium,Kochi,2017,37542,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,,25.71,1
Land Rover Range Rover 2.2L Pure,Coimbatore,2014,95649,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,,29.67,1
Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2013,35299,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5,,19,1
Mahindra Scorpio S10 4WD,Kochi,2017,28464,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,7,,13.05,1
BMW 3 Series Luxury Line,Mumbai,2015,41000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,60.88 Lakh,25.5,1
Honda BR-V i-VTEC S MT,Pune,2017,9000,Petrol,Manual,First,15.4 kmpl,1497 CC,117.3 bhp,7,12.51 Lakh,8.5,1
Volvo S80 2006-2013 D5,Chennai,2010,92098,Diesel,Automatic,Second,16.0 kmpl,2400 CC,215 bhp,5,,7.25,1
Hyundai Accent GLE,Pune,2005,5834,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5,,0.8,1
Hyundai i20 Active SX Petrol,Jaipur,2017,40250,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,9.74 Lakh,6.9,1
Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,2018,22397,Petrol,Automatic,First,11.5 kmpl,2996 CC,367 bhp,5,95.38 Lakh,70.99,1
Hyundai EON Magna Plus,Kolkata,2015,20800,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5,,2.25,1
Hyundai Grand i10 SportZ Edition,Kochi,2018,40322,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,,5.5,1
Honda City 1.5 EXI S,Mumbai,2013,52576,Petrol,Manual,First,13.0 kmpl,1493 CC,100 bhp,5,,4.35,1
Volkswagen Polo Petrol Trendline 1.2L,Kolkata,2010,55000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,2.25,1
Audi A6 35 TFSI Matrix,Mumbai,2016,47000,Petrol,Automatic,First,15.26 kmpl,1798 CC,187.74 bhp,5,60.59 Lakh,24.5,1
Volkswagen Jetta 2007-2011 1.9 L TDI,Hyderabad,2010,42021,Diesel,Manual,First,0.0 kmpl,1968 CC,null bhp,5,,5.45,1
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,23163,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5,,12.03,1
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,50000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,5,,8.5,1
Mini Cooper Convertible S,Mumbai,2014,11900,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4,44.28 Lakh,28.5,1
Hyundai Santro Xing XO eRLX Euro II,Pune,2006,108000,Petrol,Manual,Second,17.0 kmpl,1086 CC,null bhp,5,,1.2,1
Toyota Etios VD,Bangalore,2013,37000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5,,5.75,1
Honda Brio S MT,Delhi,2014,30000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5,,3.2,1
Maruti Baleno Alpha Automatic,Coimbatore,2018,12831,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,,9.89,1
Skoda Laura Ambiente 2.0 TDI CR AT,Coimbatore,2012,143017,Diesel,Automatic,First,20.0 kmpl,1968 CC,138.1 bhp,5,,6.58,1
Hyundai EON Era Plus,Kochi,2018,13102,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,4.06,1
Renault Captur 1.5 Diesel RXL,Coimbatore,2019,24950,Diesel,Manual,First,20.37 kmpl,1461 CC,108.45 bhp,5,,13.37,1
BMW 5 Series 2003-2012 GT 530d LE,Coimbatore,2011,57832,Diesel,Automatic,First,16.2 kmpl,2993 CC,258 bhp,5,,25.82,1
Maruti Alto 800 LXI,Kochi,2016,34267,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,3.74,1
Volvo V40 D3,Bangalore,2015,33000,Diesel,Automatic,Second,16.8 kmpl,1984 CC,150 bhp,5,,22,1
Maruti Wagon R LXI BSII,Ahmedabad,2007,55100,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,1.45,1
Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,5,,2,1
Maruti Eeco 5 STR With AC Plus HTR CNG,Kochi,2017,31841,CNG,Manual,First,15.1 km/kg,1196 CC,73 bhp,5,,4.7,1
Chevrolet Enjoy 1.4 LS 8,Kolkata,2014,15000,Petrol,Manual,First,13.7 kmpl,1399 CC,98.79 bhp,8,,3.75,1
Mahindra Bolero ZLX,Coimbatore,2016,82756,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7,11.28 Lakh,7.7,1
Hyundai Santro GLS I - Euro I,Coimbatore,2012,50243,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5,,3.35,1
Hyundai EON D Lite,Hyderabad,2014,20600,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,2.6,1
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2017,29952,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5,,13.77,1
Volkswagen Vento 1.6 Comfortline,Mumbai,2017,15000,Petrol,Manual,Second,16.09 kmpl,1598 CC,103.5 bhp,5,11.48 Lakh,7.1,1
Honda Civic 2006-2010 1.8 S AT,Pune,2008,61938,Petrol,Automatic,Second,12.9 kmpl,1799 CC,130 bhp,5,,2.65,1
Tata Indica Vista Quadrajet LS,Hyderabad,2014,67000,Diesel,Manual,First,22.3 kmpl,1248 CC,74 bhp,5,,2.5,1
Mahindra XUV500 W8 2WD,Kochi,2013,61672,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,,7.53,1
Hyundai i20 1.2 Asta Option,Coimbatore,2017,26185,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,7.98,1
Audi Q5 30 TDI quattro Premium Plus,Bangalore,2014,38000,Diesel,Automatic,Second,14.16 kmpl,1968 CC,174.3 bhp,5,,39,1
Maruti Ritz VXi,Chennai,2011,67000,Petrol,Manual,Second,18.5 kmpl,1197 CC,85.80 bhp,5,,2.25,1
Mitsubishi Cedia Sports,Chennai,2010,66000,Petrol,Manual,Second,13.17 kmpl,1999 CC,114 bhp,5,,3.85,1
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2015,80883,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,,13.5,1
Maruti Celerio LDi,Hyderabad,2016,80219,Diesel,Manual,First,27.62 kmpl,793 CC,47 bhp,5,,3.5,1
Maruti S-Cross Delta DDiS 200 SH,Delhi,2018,12923,Diesel,Manual,First,25.1 kmpl,1248 CC,88.5 bhp,5,11.26 Lakh,8.92,1
Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,86642,Diesel,Automatic,First,15.17 kmpl,1968 CC,181 bhp,5,43.65 Lakh,20.37,1
BMW 3 Series Luxury Line,Bangalore,2016,19235,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,62.07 Lakh,36.5,1
Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2016,51002,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,7,,48.91,1
Hyundai i20 2015-2017 Asta 1.2,Pune,2016,6800,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,7.2,1
Renault Duster 110PS Diesel RxL,Hyderabad,2012,82749,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,,5.99,1
Hyundai Xcent 1.1 CRDi S Celebration Edition,Pune,2016,51000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,5.25,1
Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,31465,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,6.5,1
Volkswagen Polo Petrol Trendline 1.2L,Hyderabad,2013,76476,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,4.4,1
Hyundai Grand i10 CRDi Magna,Kolkata,2017,14000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,4.6,1
Tata Manza Aqua Quadrajet BS IV,Ahmedabad,2013,47000,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5,,2.95,1
Honda City 1.5 V MT,Kolkata,2011,48466,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,3.26,1
Hyundai Santro Xing GLS,Bangalore,2008,46000,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5,,2.22,1
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2012,162663,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,,10.5,1
Maruti Ciaz 1.3 S,Coimbatore,2017,25142,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,8.26,1
Toyota Fortuner 4x4 MT TRD Sportivo,Delhi,2013,69000,Diesel,Manual,First,12.55 kmpl,2982 CC,169 bhp,7,,14.45,1
Ford Fiesta 1.6 SXI ABS Duratec,Chennai,2009,80524,Petrol,Manual,Second,15.3 kmpl,1596 CC,null bhp,5,,2.5,1
Mercedes-Benz E-Class E 220 d,Kochi,2018,26405,Petrol,Automatic,First,12.6 kmpl,1950 CC,191.34 bhp,5,86.97 Lakh,51.43,1
Mercedes-Benz New C-Class 220 CDI MT,Chennai,2014,45000,Diesel,Manual,First,15.8 kmpl,2148 CC,170 bhp,5,,23,1
Skoda Yeti Ambition 4X2,Kolkata,2012,64284,Diesel,Manual,First,17.72 kmpl,1968 CC,108.49 bhp,5,,5.5,1
Hyundai Grand i10 Sportz,Delhi,2015,27000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,4.5,1
Ford Figo 2015-2019 1.2P Titanium MT,Hyderabad,2018,3678,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5,,6.8,1
Skoda Octavia Ambition 1.4 TSI MT,Mumbai,2013,21000,Petrol,Manual,First,16.8 kmpl,1395 CC,138.02 bhp,5,,8.75,1
Renault Duster 85PS Diesel RxL Option,Mumbai,2015,67000,Diesel,Manual,Second,19.87 kmpl,1461 CC,83.8 bhp,5,,7,1
Land Rover Range Rover Evoque 2.0 TD4 Pure,Delhi,2015,24000,Diesel,Automatic,Second,15.68 kmpl,1999 CC,177 bhp,5,,33.5,1
Ford Figo Diesel EXI,Chennai,2011,75000,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5,,2.25,1
Ford Endeavour Hurricane Limited Edition,Hyderabad,2008,179000,Diesel,Automatic,Second,12.8 kmpl,2953 CC,156 bhp,7,,4.24,1
Toyota Fortuner 4x4 MT,Coimbatore,2017,47198,Diesel,Manual,First,12.55 kmpl,2982 CC,168.5 bhp,7,,28.42,1
Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,52000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,2.75,1
Maruti Ritz VDi,Jaipur,2011,91000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,3,1
Nissan Micra Diesel XV Premium,Pune,2013,60000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,,3.55,1
Hyundai Verna 1.6 SX,Kolkata,2013,37873,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,,4.8,1
BMW 5 Series 2003-2012 523i,Kolkata,2011,31000,Petrol,Automatic,First,10.8 kmpl,2497 CC,150 bhp,5,,13.5,1
Mercedes-Benz GLS 350d 4MATIC,Pune,2017,129000,Diesel,Automatic,First,11.0 kmpl,2987 CC,258 bhp,7,1 Cr,56,1
Honda CR-V 2.4L 4WD AT,Hyderabad,2004,78000,Petrol,Automatic,First,12.0 kmpl,2354 CC,187.4 bhp,5,,3.99,1
Hyundai Creta 1.6 CRDi AT SX Plus,Bangalore,2016,32000,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5,,15.5,1
Hyundai i10 Era,Jaipur,2010,59000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,,2.32,1
Mercedes-Benz A Class A200 CDI Sport,Kochi,2016,35437,Diesel,Automatic,First,20.0 kmpl,2143 CC,136 bhp,5,,18.58,1
Maruti Ertiga VXI,Jaipur,2014,98000,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,,5.5,1
Skoda Octavia Classic 1.9 TDI MT,Chennai,2006,72000,Diesel,Manual,Second,18.7 kmpl,1896 CC,66 bhp,5,,3.2,1
Honda Amaze VX i-Vtech,Pune,2015,79000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,4,1
Maruti Zen LXi BSII,Chennai,2004,29000,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,,1.6,1
Maruti SX4 ZXI MT BSIV,Kochi,2013,66012,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5,,4.15,1
Honda Brio VX AT,Mumbai,2014,35000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,,4.25,1
Maruti Wagon R VXI,Ahmedabad,2011,75000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.6,1
Toyota Camry A/T,Mumbai,2008,80000,Petrol,Automatic,Second,12.1 kmpl,2362 CC,164.7 bhp,5,,3.43,1
Chevrolet Beat LS,Kochi,2012,32717,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5,,2.55,1
Toyota Fortuner 4x4 AT,Delhi,2017,25000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,,32,1
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,79000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,6.25,1
Maruti Swift Vdi BSIII,Hyderabad,2010,86000,Diesel,Manual,Second,17.8 kmpl,1248 CC,75 bhp,5,,3.6,1
Mercedes-Benz S Class 2005 2013 S 350 CDI,Pune,2010,137000,Diesel,Automatic,First,13.5 kmpl,2987 CC,282 bhp,5,,18.5,1
Honda Mobilio S i VTEC,Mumbai,2015,25000,Petrol,Manual,Second,17.3 kmpl,1497 CC,117.3 bhp,7,,4.25,1
Hyundai Grand i10 Sportz,Mumbai,2017,8500,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5,,4.8,1
Mahindra XUV500 AT W8 FWD,Bangalore,2015,34000,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7,,13,1
Skoda Fabia 1.6 MPI Elegance,Pune,2012,41629,Petrol,Manual,Second,14.83 kmpl,1598 CC,105 bhp,5,,2.25,1
Hyundai Santro Xing GLS,Hyderabad,2009,80227,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5,,2.3,1
Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kochi,2019,8587,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5,,13.56,1
Mahindra Scorpio 1.99 S8,Delhi,2017,30000,Diesel,Manual,First,15.4 kmpl,1997 CC,120 bhp,7,,12.25,1
Skoda Rapid 1.6 TDI Ambition,Pune,2013,64186,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5,,3.76,1
Renault Duster 110PS Diesel RxZ,Coimbatore,2015,76427,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,,8.58,1
BMW X5 xDrive 30d,Hyderabad,2011,75000,Diesel,Automatic,First,11.7 kmpl,2993 CC,245 bhp,5,,27.5,1
Toyota Etios G,Coimbatore,2013,27075,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5,,4.95,1
Maruti Wagon R LXI,Ahmedabad,2012,30000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,4.74 Lakh,3.3,1
Hyundai Creta 1.6 SX,Chennai,2016,69434,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5,14.84 Lakh,8,1
Maruti Celerio VXI,Jaipur,2014,56000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,,2.79,1
Land Rover Range Rover HSE Dynamic,Coimbatore,2017,49275,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,,45.64,1
Chevrolet Beat LT,Pune,2014,8700,Petrol,Manual,First,18.6 kmpl,1199 CC,76.8 bhp,5,,2.55,1
Tata Nano Twist XT,Ahmedabad,2014,18000,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,4,,1,1
Audi A6 2011-2015 35 TDI Technology,Coimbatore,2017,41041,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,,37.56,1
Mercedes-Benz E-Class 280 CDI,Kochi,2009,80464,Diesel,Automatic,Second,11.0 kmpl,2987 CC,198.5 bhp,5,,9.29,1
Maruti Swift VXI,Kochi,2019,20667,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5,,6.37,1
Fiat Linea T Jet,Coimbatore,2013,60283,Petrol,Manual,First,14.6 kmpl,1368 CC,112 bhp,5,,2.98,1
Maruti Swift VXI Optional,Kochi,2017,31696,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,5.75,1
Toyota Fortuner 3.0 Diesel,Hyderabad,2010,100000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,,13,1
Maruti Ertiga ZXI,Mumbai,2014,13361,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,,6.8,1
BMW 3 Series 320i Sedan,Coimbatore,2010,48394,Petrol,Automatic,First,12.05 kmpl,1995 CC,154 bhp,5,,10.49,1
Maruti Ertiga VXI,Jaipur,2014,47399,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,,5.6,1
Honda City 1.5 V AT,Mumbai,2010,69000,Petrol,Automatic,Second,16.8 kmpl,1497 CC,118 bhp,5,,2.85,1
Hyundai Santa Fe 4X4,Coimbatore,2013,65278,Diesel,Manual,First,14.66 kmpl,2199 CC,194.3 bhp,7,,8.36,1
Tata Indigo LS,Jaipur,2005,108000,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5,,1,1
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Kolkata,2010,50645,Petrol,Automatic,Second,10.93 kmpl,2497 CC,204 bhp,5,,10.75,1
Maruti Swift Dzire LDi,Hyderabad,2011,130002,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,3.85,1
Ford Fiesta Classic 1.4 Duratorq CLXI,Hyderabad,2012,107000,Diesel,Manual,First,17.8 kmpl,1399 CC,67 bhp,5,,3,1
Honda City i VTEC CVT VX,Coimbatore,2015,41950,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,,9.6,1
Toyota Fortuner 4x2 Manual,Delhi,2012,109000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,,13.25,1
Honda Amaze VX O i VTEC,Mumbai,2016,9000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,5.75,1
Hyundai i20 Asta 1.4 CRDi,Delhi,2014,43900,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,6.75,1
Chevrolet Enjoy TCDi LTZ 7 Seater,Bangalore,2013,64000,Diesel,Manual,Second,18.2 kmpl,1248 CC,73.8 bhp,7,,4.85,1
Mercedes-Benz New C-Class Progressive C 200,Kochi,2019,13190,Petrol,Automatic,First,0.0 kmpl,1950 CC,181.43 bhp,5,49.49 Lakh,38.99,1
Maruti SX4 ZXI AT Leather,Mumbai,2009,77652,Petrol,Automatic,First,12.6 kmpl,1586 CC,103.2 bhp,5,,2.85,1
Toyota Innova 2.5 VX (Diesel) 7 Seater,Mumbai,2012,55000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,,9.51,1
BMW 5 Series 2003-2012 520d,Ahmedabad,2012,59900,Diesel,Automatic,Second,18.48 kmpl,1995 CC,177 bhp,5,,18.5,1
Renault Duster 110PS Diesel RxZ,Delhi,2015,73539,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,,6.75,1
BMW X1 sDrive 20d xLine,Coimbatore,2017,31645,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5,48.18 Lakh,29.4,1
Honda City ZX GXi,Kochi,2009,69690,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,5,,3.29,1
Maruti Ciaz RS ZDi Plus SHVS,Delhi,2016,41000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,9.5,1
Maruti Swift Dzire VXi,Pune,2010,109200,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5,,2.2,1
Mahindra XUV500 W6 2WD,Pune,2012,80000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,,6.5,1
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2007,51000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5,,4.9,1
Maruti Ertiga ZDI,Pune,2013,105000,Diesel,Manual,Second,25.47 kmpl,1248 CC,88.50 bhp,7,12.34 Lakh,6.75,1
Toyota Etios Liva GD,Chennai,2013,179000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5,,3.8,1
Audi TT 2.0 TFSI,Delhi,2013,12100,Petrol,Automatic,First,9.9 kmpl,1984 CC,207.8 bhp,2,,29.5,1
Skoda Rapid 1.5 TDI Style,Hyderabad,2017,31000,Diesel,Manual,First,21.13 kmpl,1498 CC,108.4 bhp,5,15.38 Lakh,10.5,1
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,50000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5,,6.2,1
Skoda Laura 1.9 TDI AT Elegance,Jaipur,2009,48000,Diesel,Automatic,First,17.0 kmpl,1896 CC,105 bhp,5,,5,1
Mahindra Renault Logan 1.5 DLE Diesel,Chennai,2007,35000,Diesel,Manual,First,19.2 kmpl,1461 CC,65 bhp,5,,2.3,1
Toyota Innova Crysta 2.8 GX AT,Ahmedabad,2016,100200,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,19.21 Lakh,17,1
BMW 3 Series 320d Luxury Line,Bangalore,2014,47000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,,25.5,1
Honda Jazz 1.5 S i DTEC,Jaipur,2015,63642,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,,5.65,1
Honda Amaze VX i-DTEC,Kochi,2015,62550,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.6,1
Jaguar XF 2.2 Litre Luxury,Kochi,2015,37340,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5,,29.98,1
